reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
91f6071e-e602-4732-89c8-dc0a270afba0,민경오,https://play-lh.googleusercontent.com/a/ACg8ocJwN_ZIuZtAgK7eYucmeUJaV4088TTNQK_CczE6G9GVpwmQk7g=mo,와 ㅈ,5,0,5.2.7,2025-10-16 04:52:31,안녕하세요 민경오 고객님. 소중한 리뷰 감사드립니다! 다만 작성해주신 내용이 확인되지 않아 구체적인 불편 사항을 파악하기 어려운 점 양해 부탁드립니다. 서비스 이용 중 불편하신 부분이나 문의 사항이 있으시다면 언제든 1:1 문의함 또는 고객센터(1670-4777)로 연락해 주시면 신속히 도와드리겠습니다. 감사합니다!,2025-10-16 18:18:26,5.2.7
b7c5230a-d0c3-4ac2-be61-b322b0b8ec0c,김진성,https://play-lh.googleusercontent.com/a-/ALV-UjUfS57FOBoifjkMIscGP8tGtayQ2M93lEqhYf5vVBgQppwdDMo,개불편함 KB 관련앱은 다불편함 이걸 쓰라고만든건지궁금함,1,0,,2025-10-08 14:03:56,"안녕하세요 김진성 고객님. 앱 이용 시 불편을 드린 것 같아 마음이 무겁습니다. 다만, 말씀해주신 내용만으로는 정확한 확인이 어려워 안타까운 마음입니다. 소중한 고객님의 불편사항을 정확히 확인하고 도울 수 있도록 번거로우시겠지만 1:1문의함 혹은 고객센터(1670-4777)로 알려주시면 빠르게 확인하겠습니다. 고객님께서 느끼신 불편함을 세심히 살펴, 보다 쉽고 편리하게 이용하실 수 있도록 개선하겠습니다. 앞으로는 “편하다”는 말이 먼저 나올 수 있는 KB차차차가 되도록 노력하겠습니다.",2025-10-14 10:47:08,
2c5e8a57-d8a1-400d-8e93-961d1a678003,CHAN SU KIm,https://play-lh.googleusercontent.com/a/ACg8ocKCZAq8y7uk9iJ9-bHB_qN8xaZ03y9d244kdpJgxSUnKcy7nA=mo,감사합니다.,4,0,,2025-10-05 22:08:08,"안녕하세요 CHAN SU Kim 고객님. 소중한 리뷰 남겨주셔서 진심으로 감사드립니다 :)
KB차차차 서비스를 이용해주시고 좋은 말씀 전해주셔서 큰 힘이 됩니다.
앞으로도 고객님께 더욱 편리하고 만족스러운 경험을 드릴 수 있도록 노력하겠습니다. 감사합니다! 🚗💙",2025-10-14 10:01:18,
cecb21e1-53b8-4a9e-82fe-9ea3773600f4,Heesun Kim,https://play-lh.googleusercontent.com/a/ACg8ocKh_I9mvHfcJ9rjdqo5nQOO47gEtDDl4vnd06rh8h6uRWTlrA=mo,가입하고 등록은 쉬운데 관리하고 삭제 어려움 개인정보 보호도 신뢰가 안갑니다,1,1,5.4.2,2025-10-05 12:26:47,"안녕하세요 Heesun Kim고객님. 관리와 삭제 과정에서 불편을 느끼셨다는 말씀에 죄송한 마음입니다. 직거래 차차차, 광고 등록 등 이용하신 서비스의 세부 사항을 1:1 문의함을 통해 상세히 등록해 주시거나, 고객센터(1670-4777)를 통해 접수해주시면 빠르게 확인하여 개선할 수 있도록 조치하겠습니다. 또한, KB차차차는 매년 정보보호 및 개인정보보호 관리체계 인증(ISMS-P)을 취득하여 고객님께서 안심하고 차차차를 이용하실 수 있도록 노력하고 있습니다. 서비스 이용에 만족을 드리지 못한 점 사과드리며, 보다 나은 서비스로 소비자 중심 경영을 실현하는 KB차차차가 되도록 꾸준히 개선해 나가겠습니다. 감사합니다.",2025-10-14 10:45:24,5.4.2
134e69ed-efc8-4979-ad74-6547747e1db7,박명진,https://play-lh.googleusercontent.com/a/ACg8ocLc0Kn1ycFPKViijx3MJY7IbJuxwuJpJN8oD4sqD4xCNC7O7A=mo,ㅣ니 ㅡ ㅗ ㅅㄴ,4,0,5.4.0,2025-10-04 12:43:49,"안녕하세요 박명진 고객님. 리뷰 남겨주셔서 감사합니다!
다만 작성해주신 내용이 확인되지 않아 구체적인 불편 사항을 파악하기 어려운 점 양해 부탁드립니다.
이용 중 불편이나 문의사항이 있으시다면 언제든 고객센터(1670-4777)로 연락주시면 성심껏 도와드리겠습니다. 감사합니다!",2025-10-14 10:00:22,5.4.0
